id	word1	word2	language	headline
zh_0155	洗	西瓜	zh	"一男子去超市买瓜。看到货架上的大西瓜都挺满意的。
老板：“先生，这个是本地甜菜农种的有机西瓜。”
客户点了点头说：“我只想要那种‘可以上网’的。”
老板一脸懵逼：？？？
然后看见他拿着手机刷着微信朋友圈……
旁边几个大妈纷纷围过来围观“真新鲜呀！”
老板：“对啊大哥你说的是什么西瓜？”
男顾客继续拿着手机看着屏幕：“就是那个，可以让你老婆不在家的时候通过网络来教你如何给她做饭。”
旁边的几位大妈再次发出惊叹之声，并且问了一句：
这货怎么不给他的女朋友呢？
最后这位老板只好回答道:这是个单亲爸爸"
zh_0156	喷洒	书	zh	"话说某日有位大爷在公园里闲逛。突然看见旁边有个小男孩拿着一瓶香水正对着一本书猛喷。

大爷好奇地问：“你这是干啥呢？”

男孩头也不抬地说：“这书上说的都是假话。”

大爷一听，心里一愣：啊！我这不是给他说真话吗？

他赶紧把嘴凑到那瓶香水跟前“喷”了一下，然后大声对男孩喊道：

“你说的是错的！”"
zh_0157	洗	微波	zh	某日，一女士打电话给丈夫：“亲爱的，我在厨房做饭呢！你快点回来！”男士回答道：“我马上就到家。现在正在用微波炉热剩菜，等会儿就回来了。”妻子听后很生气：“你说啥呢？我又没让你把菜放里面煮着！再说了，这都什么年代了？你还说剩菜啊！！”男的回答道：“别急嘛~ 我马上就把这个装在水杯里的衣服拿出来扔掉……”这时妻子打断道：......“你怎么可以把洗衣机放在微波里？”男的淡定地说道，“你这是哪跟哪儿呀，这不是微波洗衣机吗？”这时妻怒不可遏：“滚！不是告诉你
zh_0158	打开	冰箱	zh	下班回到家，我打开了冰箱……发现里面只有一瓶白酒、几串辣椒和一袋生蚝。这让我有点懵。“这是你家的冰箱？”妻子走过来看了看说：“是啊。”“那你的意思是你一直没来过我家？！”突然我发现她的眼睛里闪着泪光，而她的手紧紧握住了门把手。“那你为什么不告诉我...” 我刚要问下去，却猛地被摔进了冰镇矿泉水中…（未完待续）
zh_0159	移动	微波	zh	我今天去食堂吃饭时发现手机不见了，结果一转头就看到它正在隔壁桌“蹭网”呢。本来想过去拿回来，但看到旁边一哥们儿在吃面吃得一脸幸福的样子，我觉得还是算了。于是我拿起旁边的遥控器走到电视面前按了下，然后对着手机大喊一声：“快过来！”只见那手机瞬间化身为一个微波炉，被我关在里面了……等我反应过来的时候，饭已经凉了……
zh_0160	测量	鞋	zh	某日我走进一家酒吧对老板说：“你那有免费的酒吗？”“没有！”他一脸不屑。“要不让我喝一杯吧。”又是一脸鄙夷。于是我掏出自己刚刚买的尺码54号新鞋子说道，“你看我的脚大不大……”然后，他的眼神里充满了惊恐：这人真是疯了？接着他说了一句话把周围所有人都给逗笑了——他递过来一瓶水并安慰到：“先生，请喝水……你不会喝酒的话请不要在这里闹事哈...”最后......（答案揭晓）......原来是家宠物店。。。
zh_0161	切割	车	zh	"老婆：亲爱的……你说我这辆车是不是有问题？
老公（一脸无辜状）：怎么了？哪块不好使啊！
老婆：“你再想想...对…就是那个....”
老公急着打断她的话，“您先别说了！” “我知道”他接着说“您的意思是发动机的问题吧？”
老婆点头。
丈夫：那不就得了嘛。咱俩一起去修个就行了呗!
老婆大怒：""你怎么能这么无脑呢！"" ""还说什么‘咱们夫妻一场’之类的老掉牙的台词吗?!""
这时，他们旁边的司机大哥插话道：
男人: 什么老掉牙的话语? 不知道现在是互联网时代了吗?
女人(瞪眼) : 要"
zh_0162	洗	窗户	zh	有一天，我在家清理窗户时发现了一个神秘的字条：“亲爱的，请问你是我的吗？”我愣了一下后突然灵光一闪——天呐！原来是“洗”字被风吹得转了个圈儿... 结果一看时间是18:30，真是意外之喜！
zh_0163	洗	番茄	zh	"在一次聚会上，朋友A对朋友B说：“你妈妈是西红柿做的吧？你看她炒菜的样子那么像。”
B回答道：”那还不好吗?我这不正好赶上买一送一了吗？”
接着他又补充了一句:“再说了，她也太不讲究了吧，连个包装都没有！”
全场笑声不断。"
zh_0164	扔	花	zh	"嘿兄弟们！今天我跟老婆出去吃饭时闹了个大乌龙。因为天气热，我就让服务员给我加点冰块儿——哎呀别提了，在饭桌上差点把一桌人给惊呆了吧？你猜咋回事……我还以为是她要喝瓶啤酒呢。
正琢磨着下个单子的时候呢…她开口说话啦：“这个矿泉水太贵啊...能不能便宜点儿？” 我一脸懵逼的说:“怎么了这是? 难道它还带脑子不成！” 听到我的话后吧—她的表情瞬间拉满： “不能扔嘛！！”（注：这里的""水""与“碎”的发音相近） 水果"
zh_0165	洗	岩石	zh	"问：你知道什么是最硬的岩石吗？
答：是“洗手间”的墙壁，因为那上面贴满了各种石头广告……（这时传来一声惊呼：“这可是真的！”）啊？难道你没听说过那个被男友抛弃的女人，在一夜间变老的故事么。原来，她整日只爱在镜子前磨蹭。直到有一天，她在镜子里看见了一个面目模糊、满头白发的老太太——于是赶紧跑去检查了下自己的小便池~结果发现里面全是沙子！！怪不得每天早上醒来都是一脸憔悴呢。。。。。而且她的老公早就嫌她恶心离开了家，他把所有的衣服全都扔到了门外边去捡了一块大石板放在床上作为"
zh_0166	剥皮	玉米	zh	"从前有一只聪明的小猪。有一天它对妈妈说：“我要出去找点吃的。”
“去吧孩子！”小猪的母亲微笑着回答。
于是小猪来到了田野里，看到了一株长满了一排大大的红艳甜美的果子的大树。“啊哈！终于找到了我今天需要的食物了”，他兴奋地想道，“看来这下要饱餐一顿了”。
正当他又蹦又跳地走向那棵大树的时候…… “嗖”的一声，一颗子弹射了出来打在了他的头骨上。只见鲜血顺着他的脑袋流了下来，在地上形成了一个半圆型血洼。
小猪惨叫着向母亲求救时却发现——他是在梦中被射杀的一颗"
zh_0167	称重	书	zh	"嘿，哥们儿，我刚才去超市，看到一哥们手里拎着一堆书。我就走过去跟他说：“哥们，你买的这么多‘称’啊！”

哥们纳闷地说：“哎？你说啥玩意儿呢？”接着他又指了指自己的鼻子，“这不是我吗？”

这时我笑出声来，说：“哦……对哦……我说的应该是这么写的——这么多本《称重》！哈哈！”"
zh_0168	喷洒	微波	zh	有一天小明到菜市场买西红柿。他来到卖西红柿的地方对老板说：“大叔，我跟你开玩笑来着。你听我说完。”“好的”。大叔一脸疑惑。“你是不是想让我尝一下你的‘喷射’？！”大叔惊愕地看了他一眼：这小伙子是发神经了吗……接着小明又问了一句：“你听说过微波炉吗？”大叔点点头，然后小明才缓缓地说：“好吧，我承认是我错了…你不是想要我用微波把它烤干吗...”
zh_0169	滚动	胡萝卜	zh	有一只大灰狼滚着一颗红萝卜跑来跑去，突然它停了下来对另一只小灰狼说： “你为什么总是那么聪明呢？” 小灰狼骄傲地说：“因为我吃了很多智慧。” 大灰狼不服气的说:“那我吃了很多胡萝卜能行么？！” 这时小灰说道：“萝卜当然不行啦！不过你要是再加点盐就更好了。 ”（喜闻乐见的大灰狼下线）
zh_0170	切割	键盘	zh	"有一次我和女朋友出去吃饭。我正准备给她买个项链作纪念呢！突然看到有个女的在桌子上放了个电脑，我就说：“这哥们儿也真会过日子啊！”然后旁边的女友就问我，“你这是什么意思？”“就是说人家都把钱包拿出来了，还在桌子上摆着一台电脑。”我说。“那你刚才还说什么要给我买项链啊？是不是你想把我甩了？”她反问道。“没这个意思，我想给你买个键盘呗！”我答道。“啥？……”这时候旁边的人听到了，转头看了看我俩，又看了看桌子上的电脑： “你们这不是割韭菜嘛！”说完哈哈大笑起来。。。。。。
（解析：割菜-切割+"
zh_0171	称重	蛋	zh	"一天早上，小明去菜市场买鸡蛋。他来到卖鸡蛋的摊位前说：“老板，你这有鸡蛋吗？”“哦，当然有了。”老板自信地回答道。
这时，只见一旁的小亮对小红悄悄地说，“你看这个傻子！他还不会用秤呢！”而此时小明已经拿起两个鸡蛋仔细看了看。“怎么了？有什么问题吗？”小明有些紧张问道。“没有啊，老板您看是不是要多给点零钱……”小明挠着头，有点不好意思。
就在这时，小亮又在旁边插嘴说道:“哎呀我的天呐！人家根本没带够钱好吗！”说完他就向后退了一步准备离开"
zh_0172	洗	冰箱	zh	"一天小王去超市买了一台洗衣机回家。他妻子问：“你又不用洗衣机干什么？” 小王说： “将来等我老了以后我就天天用它来洗衣服。” 妻子反驳道，“那你为什么不能现在就开始呢？干嘛非要等到自己年纪大后才开始使用啊！” 然后她又问道:“如果这样你会不会更年轻？” 此时的小王一脸茫然的看着他的老婆回答到：""我不明白你的意思"" ""哦！对不起我的话可能有些乱讲,"" 他又继续说道:""但是我想如果你能每天都把家里所有的衣物都洗干净的话那么你就等于永远25岁……”然后他停顿了一下接着补充道,”或者"
zh_0173	拔掉	混合器	zh	一天下班后，小明回到家。他妻子对他说：“今天我加班到10点，晚上没空做饭了。” 小明高兴地拍着手说，“好啊！我也加班到9点半，正好可以一起吃饭！” 妻子愣了一下，然后问：“你带回家什么材料？我看看该怎么做菜？” 丈夫答道:“我已经做好了一切准备！” 然后把厨房里的插头全部拔下来...... 那个时候电视上正好播着厨师做节目...妻子：你这是要干什么呀！！ 小夫（得意的） ：哈哈，我要做一个超级大的蛋炒饭，混在这些电线里。 我老婆：这叫啥
zh_0174	称重	香蕉	zh	"小明：爸爸，我有一道数学题不会。
爸爸：你先自己想一下吧！如果真的不懂再来问我。
（过了10分钟后……）
小明（急匆匆跑过来）：老爸，我知道答案了！一斤香蕉卖五毛钱，两斤三块，三十块钱能买六百个香蕉。哇塞！好多人啊！
爸爸愣住了… ... ... ...
突然：儿子，这是一道物理题吗？......"
zh_0175	洗	门	zh	"有一日我走在回家的路上，发现一扇被遗弃的房子上挂了一块木牌。上面写着：出租。
于是我走过去敲了敲房门，“谁呀？”从里面传来了声音。“有空吗？我想租房。”“进来吧！”不一会儿，门口就出现了一个人影… 这时我才注意到他正提着两桶水在清洗房子内部，而他的妻子则手持扫帚站在门槛上。
我说：“您好，您这房子我要租下” 男子说：“好啊，请问你要住多久呢？” 我答道：“暂时……不知道什么时候能回去。” 妻子插话到: “那你就在我们家过夜好了。”这时屋内传来一声"
zh_0176	测量	花	zh	"有一天小明去菜市场买花。他看见卖玫瑰的老板娘正在用尺子量一朵红色玫瑰的高度，并在旁边贴上标签：“高度17cm”。然后他又看到一旁有位大爷拿着一把电子秤称着花瓣重量并写下“净重3g”。
这时小明走过去问：这有什么意义吗？ 老板娘说: 我们要精确掌握每朵花的状态以便顾客挑选！ 大爷补充道: 是啊，这样我们就可以给每个品种都配上合适的包装盒了！

这时一位大妈走了过来问道：那你们能告诉我，我今天买的这些多肉植物是多少钱一斤呢？
旁边的老爷爷看了看那些可爱的小家伙"
zh_0177	称重	瓶子	zh	"一位物理老师在课堂上做了个实验：他拿出两个相同的空瓶装满水后分别放在天平的两端。""现在你们看到的是两个重量相等的东西吗？""""是啊！”学生们异口同声地回答。“那么如果我拿掉一瓶子里的一半水呢？”“不会影响平衡。”一名学生自信地说。“那我们把另一侧也取走一半怎么样？”这位同学愣住了，“……这还能保持平衡？” “错！” 老师说：“只有当它们都变成一模一样的东西时才是平等的”。 于是他将两瓶中的剩余水量出来倒进一只塑料袋里并问大家是否一样...袋子破了…"
zh_0178	切割	电话	zh	"老板：今天怎么迟到？我刚给你打电话你还在路上呢！
员工：不好意思啊领导，刚刚在菜市场买完肉准备去店里切，结果旁边那个小哥给我打了个电话问我是不是他的电话卡丢了……
（此处可插入“噗”的笑声）老板：那你说啥了？
员工：我说：“不是你的吧！”
老板: 那后来咋样了。
员工：他跟我说：“那你帮我转告下我的女朋友别再找我啦。”
老板...（愣了一下）：好嘞。有事儿吗？没事儿你就出去收拾一下上班去了。"
zh_0179	洗	苹果	zh	老板：“昨天你干了什么？”员工答道：“我买了一斤苹果，回来以后就在想啊……怎么把这大苹果洗干净呢？嗯？是用肥皂搓吗？”“不是。”老板回答。“那怎么办呀！”员工急的团团转。这时候老板递给他一条毛巾说: “给你条布头吧！别动不动就想洗澡了。”...（此处省略千字）…于是老板就问：那你现在干什么呢？结果听见员工说：“我不用了，我现在正在擦我的手机屏幕呢~”...（此时全场沉默）。
zh_0180	切割	南瓜	zh	"从前有只南瓜，它一直有个梦想：自己能切得动一块大肉。
于是有一天，它对旁边的胡萝卜说：“萝卜老弟你帮我在门口站岗吧，我要试一试能否切开一块肉！”
“那我怎么知道你能不能成功呢？”胡萝卜问到。“如果成功了就给你吃一块肉；如果没有成功你就不用给我肉吃了。”南瓜坚定地回答道。
第二天清晨，南瓜来到了市场，看到一位卖猪肉的老奶奶在忙着宰杀一头猪。它突然激动起来：我终于有机会实现自己的人生梦想了！它赶紧冲上前去对着猪肉用力的一劈。结果，猪肉没有被砍断，南瓜倒是碎了一地……
这时，远处"
zh_0181	洗	毛巾	zh	"有一天，老婆问我：老公，你在家还剩什么没做啊？
我答道：“就剩下一件事了。”
“啥？”
我说:“今天早上起来洗脸还没擦干呢！”

（妻子以为我要说没有做了。结果……）"
zh_0182	锤击	键盘	zh	"有一天我跟哥们儿去他家玩。到了那儿发现他的小女朋友在敲打一块大石头。
我说：“这是干啥呢？” 她说：“我要把这块铁块变成一颗钉子。” 我问她“你怎么不直接去买啊？”，她说: “哎呀你不懂……现在网上买个锤子还不能送货上门吗！” 就在这时她的手机响了，“喂”完之后就立刻扔下了手中的活儿跑去厨房。“咚咚”地打开冰箱拿出了两个馒头就开始吃了起来…然后我就听见她在啃着那个被摔得稀巴烂的石料喊道： “妈！别给我送菜来了！！快点过来帮我剁馅饼吧"
zh_0183	喷洒	桌子	zh	"Q：你会不会觉得，在你面前一张没有做任何标记的桌子，比一杯没有标签的咖啡更可怕？
A: 不会啊。
问者：“那为什么在你面前有一瓶没盖子的酒，却害怕得要死？”
答曰：""因为它有可能是香水。"" （惊） 这时桌上的水杯里冒出了几滴红酒。。。"
zh_0184	切割	岩石	zh	为什么石头不能当面包吃？因为即使你把它切得再薄，它也还是硬邦邦的...而且我敢保证它的口感绝对不是那种“软绵绵”的感觉。
zh_0185	切割	书	zh	"话说某日一男子拿着一本《红楼梦》去理发店，跟师傅说：“我要剃光头！” 老师傅一听便道:“你确定要这样？那我给你剪个发型吧。” 于是男人又加了一句：""好啊。"" 师傅想了想后问到： ""你能告诉我你的头发为什么这么长吗？” “因为我是曹雪芹。”他答着说着突然眼前一片黑暗...... 过了一会他醒来发现自己的头上多了一个大包... 看来这个世界上有两种人最能割裂我们的内心 —— 就是不切实际的理想主义者 和 不会看书的人!"
zh_0186	摇晃	头发	zh	"有个人去看医生。他说：“我老觉得自己的头上有根弹簧。” 医生说：“你别告诉我，你的头上真的长了一只羊啊？”

那人想了想，“哎呀对了！我的名字叫张晓光（晃），我是因为‘张’字太难写……” “那你是哪个村的？”“李家庄！” （这可真是个好笑又不和谐的名字呢）"
zh_0187	摇晃	柠檬	zh	"在一次聚会上，一位朋友突然拿出一瓶刚刚从冰箱里拿出来的饮料说：“我要给它来个大动作！”说着他拿起瓶盖用力一拧。然而这并不是一场电影里的特写镜头，在场的人都清楚地看到那瓶装着橙色液体的东西瞬间爆炸开来——只见满屋子全是泡沫、碎片还有黄色汁液……大家惊愕之余纷纷掩面而逃。
这时只听见有人喊了一句： “快看那边那位同学正在努力保持平衡。” 原来是另一位男同胞被飞溅开来的果汁打了个正中胸膛；更令人捧腹的是他的旁边站着一名女同事手忙脚乱试图扶住她的男友却失衡了自己也"
zh_0188	测量	胡萝卜	zh	"小明跟爸爸出去游玩时发现了一只兔子正在吃地上的红萝卜。他好奇的问：“爸！它怎么不吃青菜呀？！”

爸爸一边弯下腰仔细查看旁边的草丛一边回答说:“那是因为……这里的土是碱性的，所以只有胡萝卜可以生长出来。”

小明一脸懵逼看着眼前的爸爸说： “可我刚才还看见过你拿卷尺在旁边量了两次呢？” 

于是两人又开始争执起来......这时突然听到不远处传来一声怒吼。“给我把这帮熊孩子打一顿。”（注意啦这里出现了声音中的谐音词）吓得他们一哄而散跑得飞快。。。"
zh_0189	锤击	瓶子	zh	"Q: 一男子在自己家的阳台上安装了一个大锤子，还把电视遥控器绑到锤柄上，并且在他家阳台附近放了一排啤酒瓶。他邀请了他的朋友们过来一起开派对。
A：这位朋友说：“我不会去参加这个派对！”
Q：为什么？
A：如果我能用他的手机砸碎其中一个啤酒瓶的话，他就不得不来给我买啤酒。

解释：此段文字中通过巧妙设置道具（大锤与酒瓶）为后面引出笑点做足了铺垫，最后借用“如果”让读者产生想象，然后突然反转，在意料之外却又在情理之中揭示笑点，达到逗人发笑的效果"
zh_0190	洗	混合器	zh	我刚买了一台超大号洗发水混合器，你猜怎么着？还没试过呢，我就已经晕菜了。。。
zh_0191	关闭	冰箱	zh	在一次聚会上，小李对朋友抱怨说：“我女朋友最近很奇怪。”朋友们都很好奇地问她有什么毛病。小李无奈地说：“这事儿没法儿告诉你了！上次去超市买东西，排队结账的时候我的手机响了起来。一按键盘，里面蹦出来一行字：‘亲爱的男朋友，请帮忙关掉家里的冰箱。’”朋友们立刻大笑起来：“哈哈，这么浪漫的词竟然被你女朋友发出来了！”这时，只听身后传来一个小女孩的声音。“叔叔您还没讲完呢……后来怎么样？”
zh_0192	洗	烤箱	zh	"某日一老兄去超市买了一台新电饭锅。回家后他兴奋地打开包装盒开始组装：装上电源线插头、按下开关……突然间啪的一声响，只见那块电子显示屏闪烁几下就黑屏了。
于是这哥们儿很生气地说：“你这是怎么搞的？没见我刚从洗衣机里拿出来的吗？”旁边的老婆听了不禁捧腹大笑起来：“什么呀！”“对啊。”他又说，“我在晾衣服的时候不小心让它掉进去了…结果现在又不能用了…”老婆更开心的大笑了。“哈哈哈...”看着这个画面，大家是不是也忍不住想跟着一起大笑了呢？不过话说回来，以后还是别让家电接触"
zh_0193	锤击	椰子	zh	"在一次家庭聚会上，父亲对儿子说：“我年轻的时候力气大得可以敲碎椰子。”
“真的吗？那您现在还那么有力气吗？”儿子满脸期待。
“当然了！”父亲得意地拍了一下胸脯，“你看，我现在手一挥就有一根筷子掉下来了……”（此处省略10秒）然后他举起了手中的勺子。"
zh_0194	测量	笔记本电脑	zh	"小王是一个热爱摄影的大学生。他最近新买了一台高端轻薄本，并且打算用这台机器来完成自己的一些拍摄想法。

有一次在校园里拍风景时，由于光线太暗导致照片曝光不足，于是他在网上搜罗了各种方法和技术去改善他的问题——结果打开一链接后发现这个网站推荐了一些奇怪的小配件可以提升相机性能并解决黑暗中的拍照难题！其中有一个叫做“光圈夹子”的神奇装置引起了小王的兴趣：只需要轻轻放入手机摄像头中就能让景深更深、更清晰！

怀着好奇心与期待，第二天早上他就把这款东西小心翼翼地安装到了自己的笔记型计算机上……然后按下了快门键……

过了一会儿传来一阵"
zh_0195	摇晃	番茄	zh	"在一次家庭聚会上，爷爷突发奇想地问：“你们知道我最喜欢吃什么吗？”妈妈回答说：“你平时就是个吃货嘛。”爸爸则脱口而出：“您最喜欢的当然就是家里的红烧肉啦！”就在这时，站在一旁的外孙女小雪突然插嘴道：“我的外婆才不是呢！她喜欢的是摇着头看别人炒西红柿鸡蛋。”

这一句话逗得全家人都捧腹大笑起来。而听到这句话后的小明也不甘示弱，立刻大声说道：“我也是啊！因为每次看到老妈摇脑袋看老爸切辣椒都忍不住哈哈大笑……”看着他一脸真诚的样子，在场的人都被感动了。

接着，家里年龄最小"
zh_0196	洗	椅子	zh	"一天晚上十一点多钟了。办公室的同事小A正加班写报告呢。

这时他的领导从外面回来，对他说：“我刚才去上厕所的时候发现楼道里的水龙头坏了，请你明天早上过去修理一下。”

“好的。” 小A说。“不过您看看这时间挺晚了吧？”

领导回答到： “没关系！反正我也睡不了觉……” 说完便转身走了出去...

第二天一早上班时，同事们惊奇地看见在会议室里坐着一位满身泥巴的小白脸（这位就是昨天晚上的那位经理）……

只见他手里拿着一把拖把向大家解释着：

“昨晚我下班后去了趟厕所，在路上遇见了一个老太太正在擦地板…"
zh_0197	锤击	西瓜	zh	敲砸西瓜：在一次家庭聚会上，我决定要为这次聚会做点特别的事。于是，在朋友面前炫耀说我打算拿家里最大的那个南瓜当“菜板”。朋友们都惊呆了，纷纷问我怎么切得动？我自信满满地说：“这还不好办吗？”然后拿起家里的大号西瓜刀走到厨房……结果可想而知，西瓜刀被砸成几块儿，我也变成了半个西瓜人。还好及时冲凉水才缓过来，不过这也让我明白了什么叫做“有志者事竟成”啊！
zh_0198	喷洒	鸡蛋	zh	"老婆问：“今天早餐想吃啥？”我说：“随便吧。”老婆说：“那就给你做一碗炒鸡蛋吧！”

我接道:“行啊。再给我多加点醋嘛。”

接着她又问道： “你不是要拿去喂狗的吗？”

这下轮到我看她了，“哎呀……”我大喊一声，只见她拿着一个装满蛋液的大碗朝我走来。“怎么啦！”我边往后退一边大声叫着。

“快把衣服脱掉，我要喷洒消毒水呢！”原来刚才那句话是反过来说的……"
zh_0199	摇晃	花	zh	"为什么说“花开两朵”是个不吉利的词组？

因为那意味着你可能要被两个男人同时摇晃。不过放心吧，他们一个是向日葵，另一个是康乃馨……（惊）竟然都是植物？！"
zh_0200	移动	树	zh	"“老婆，我今天去公园散步了。”
“你都散到哪儿去了？”
“就在那棵大树下！”
“然后呢？怎么不回家啊？”
……
“我当时想：这树也不高，我能把它搬走！结果一使劲儿，连我自己都被一起带走了……”"
en_0101	spray	chair	en	"Once upon a time in a small town named Bubblegum Springs, there lived an eccentric inventor named Mr. Sprayer. He was famous for his latest invention: the ""SprayChair."" This wasn't any ordinary chair - when you sat on it, you were showered with all sorts of fun things like confetti, bubbles, and even glitter.

One day, Mr. Spray's wife, Mrs. Chair, came home from grocery shopping to find her husband sprawled out on their living room floor, surrounded by a rainbow of colors that looked like he'd been caught mid-spray. ""What happened?"" she asked, raising one eyebrow as she surveyed the mess.

Mr. Spranger, embarrassed but amused, explained, ""I thought"
en_0102	hammer	banana	en	"In the land of Fruityville, where bananas lived in peace with their neighbors but had never seen much more than apples or oranges, one day an odd banana named Bananastock wandered out to explore.

Bananastock was different from his peers: he loved tools! And he'd recently found himself fascinated by a shiny hammer lying on some rocks near the edge of town. The other fruit were intrigued when Bananstock started bringing his new tool home each evening after sunset—though no one quite knew what for.

One night at dinner, while all were eating quietly (except Mr. Melon's baby who insisted on spitting pits everywhere), Bananaskirt announced that tomorrow they would build a house!

The crowd went wild as"
